,Unnamed: 0,MB Genre,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
1732,1732,0,Orbit,Tonedeaf,Nice Ride,,254.45832,4,0.502,0,0.47,-7.893,142.351,3,1.0,0.0,295.0,86.0,73.0,109.0,82.0,54.0,46.0,89.0,20.0,26.0,84.0,71.0
1733,1733,folk rock,Bob Dylan,Desire/Blood On The Tracks/Street Legal,New Pony,"Duluth, MN",278.96118,9,0.557,1,0.549,-5.563,80.7,4,0.0,0.177,410.0,95.0,149.0,59.0,15.0,37.0,21.0,31.0,26.0,42.0,2.0,0.0
1734,1734,0,Orlando Pops Orchestra,World Music Vol. 24: The Sound Of The Caribbean,El Manisero,,146.59873,7,0.063,1,0.446,-15.018,80.79,4,1.0,0.549,237.0,3.0,71.0,8.0,27.0,46.0,0.0,45.0,1.0,32.0,1.0,14.0
1735,1735,dubstep,Geiom Ft. Marita,Sugar Coated Lover,Sugar Coated Lover,,291.26485,6,0.052,1,0.315,-8.654,140.989,4,0.58,0.0,223.0,333.0,125.0,101.0,135.0,114.0,76.0,79.0,81.0,68.0,83.0,67.0
1736,1736,ambient,Rhian Sheehan,Tiny Blue Biosphere,Degrees of Freedom,Wellington,314.48771,8,0.415,0,0.495,-10.215,216.023,4,0.7,0.0,486.0,145.0,162.0,143.0,42.0,112.0,49.0,92.0,106.0,50.0,89.0,67.0
1737,1737,0,David Saylor,We Are One,This Time,,273.34485,11,0.391,1,0.397,-7.597,112.998,4,0.787,0.0,407.0,67.0,95.0,75.0,34.0,92.0,18.0,63.0,17.0,18.0,63.0,12.0
1738,1738,0,The Sun Harbor's Chorus-Documentary Recordings,Songs of the US Armed Forces,US Air Force,,137.84771,10,0.035,1,0.18,-13.915,122.842,1,0.0,0.795,132.0,36.0,21.0,19.0,35.0,59.0,13.0,14.0,12.0,31.0,28.0,7.0
1739,1739,0,Roy Brown,Long 'Bout Midnight,Love Don't Love Nobody,"New Orleans, LA",163.83955,3,0.214,1,0.397,-10.187,154.631,4,1.0,0.2,120.0,82.0,116.0,70.0,23.0,72.0,32.0,14.0,28.0,10.0,22.0,1.0
1740,1740,alternative punk,Mest,Photographs,Tonight Will Last Forever (Album Version),"Chicago, IL",255.50322,7,0.327,1,0.417,-8.247,176.16,4,0.615,10.374,304.0,159.0,71.0,76.0,40.0,62.0,72.0,37.0,13.0,6.0,16.0,4.0
1741,1741,0,Los Iracundos,Discografia Completa Vol.5,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),,188.05506,5,0.907,1,0.687,-9.368,93.283,3,0.66,0.322,272.0,51.0,80.0,85.0,49.0,95.0,24.0,55.0,22.0,20.0,14.0,5.0
1742,1742,0,Cumberland Quartet,Golden Gospel Favorites,One Day At A Time,Missouri,192.88771,3,0.0,1,0.397,-13.533,150.75,4,0.0,0.294,215.0,36.0,50.0,21.0,12.0,65.0,9.0,54.0,23.0,6.0,18.0,2.0
1743,1743,easy listening,Ray Conniff,Another Somebody Done Somebody Wrong Song,My Melody Of Love,"Attleboro, MA",210.18077,8,0.979,1,0.629,-12.307,172.514,1,0.079,0.177,272.0,59.0,31.0,59.0,29.0,89.0,11.0,49.0,40.0,9.0,13.0,0.0
1744,1744,gospel,Five Blind Boys of Alabama,101 Great Black Gospel_ Vol. 4,I've Got a Home,"Talladega, AL",131.81342,10,0.529,1,0.517,-7.495,93.417,4,1.0,0.525,142.0,26.0,56.0,25.0,14.0,78.0,3.0,18.0,18.0,20.0,19.0,4.0
1745,1745,jazz,Luiz Bonfa,Talkin Latin Vol.13 : Brazil sounds,Olhos Ciganos,"Rio de Janeiro, Brazil",151.09179,10,0.0,0,0.119,-13.476,130.272,4,0.0,0.171,199.0,69.0,64.0,96.0,62.0,53.0,20.0,25.0,24.0,9.0,10.0,5.0
1746,1746,acoustic blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,Writing Paper Blues,"Thomson, GA",191.73832,3,0.623,1,0.502,-11.383,131.624,3,0.293,0.224,101.0,103.0,81.0,104.0,37.0,28.0,32.0,25.0,20.0,15.0,1.0,0.0
1747,1747,0,Hushabye Baby,Hushabye Baby : Lullaby Renditions of Country Music Favorites Volume 1,So Small (Lullaby Rendition of Carrie Underwood),,227.52608,3,0.245,1,0.474,-22.803,147.853,4,0.323,0.467,346.0,12.0,20.0,28.0,16.0,68.0,3.0,14.0,26.0,1.0,19.0,0.0
1748,1748,folk rock,Arco Iris,Chupi Guay - Canciones para jugar  CD 1,Felicidades,Valais/Suisse,201.03791,4,0.688,1,0.571,-8.415,131.857,4,0.811,0.0,195.0,89.0,41.0,59.0,37.0,120.0,30.0,107.0,54.0,25.0,57.0,7.0
1749,1749,alternative rock,U2,No Line On The Horizon,FEZ-Being Born,"Dublin, Ireland",316.96934,7,0.537,1,0.428,-7.896,187.844,4,0.543,3.454,606.0,219.0,120.0,31.0,43.0,33.0,14.0,29.0,44.0,70.0,53.0,15.0
1750,1750,contemporary country,Shania Twain,The Woman In Me,Raining On Our Love,"Timmins, Ontario, Canada",278.54322,6,0.847,1,0.844,-11.958,82.789,5,0.372,0.0,374.0,62.0,64.0,27.0,35.0,60.0,7.0,23.0,11.0,21.0,26.0,30.0
1751,1751,electronic,Les Rythmes Digitales/ Tzant Feat. ODC MC,Mash Up Mix 90s,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),"Paris, France",186.40934,6,0.599,0,0.584,-4.242,86.113,3,1.0,0.0,283.0,129.0,62.0,31.0,19.0,47.0,38.0,41.0,85.0,70.0,82.0,125.0
1752,1752,contemporary r&b,Akon,Freedom,Over The Edge,"St. Louis, MO",266.89261,5,0.545,0,0.595,-6.102,126.983,4,1.0,0.0,307.0,81.0,150.0,63.0,49.0,43.0,10.0,23.0,7.0,8.0,19.0,11.0
1753,1753,cajun,Jo-El Sonnier,Cajun Tradition,Les Grande Bois,"Rayne, LA",168.04526,2,0.004,1,0.195,-8.556,144.649,3,0.751,0.405,233.0,26.0,40.0,80.0,18.0,131.0,1.0,89.0,34.0,5.0,11.0,5.0
1754,1754,rock,Since The Flood,No Compromise,All For Nothing,New Hampshire,117.08036,2,0.308,1,0.453,-2.191,189.987,4,0.622,0.0,81.0,47.0,17.0,18.0,26.0,20.0,26.0,31.0,14.0,9.0,16.0,12.0
1755,1755,blues,Yank Rachell,Legendary Country Blues Artists - CD C,My Mind Got Bad,"Brownsville, TN",184.73751,4,0.578,1,0.504,-16.589,91.589,1,0.089,0.16,181.0,88.0,64.0,52.0,32.0,38.0,26.0,31.0,20.0,23.0,19.0,11.0
1756,1756,0,La Mancha De Rolando,Viaje,Melodia Simple,,243.98322,4,1.0,1,0.858,-4.296,100.046,4,0.991,0.245,291.0,29.0,57.0,88.0,86.0,96.0,11.0,77.0,55.0,12.0,37.0,13.0
1757,1757,cantopop,Leo Ku,Steel Box Collection - Leo Ku,Xiao Shuo Xiang,,245.55057,2,0.782,1,0.732,-5.315,117.181,3,1.0,2.438,360.0,52.0,50.0,28.0,19.0,80.0,13.0,71.0,12.0,5.0,11.0,13.0
1758,1758,country,Slim Whitman,Tormented,Serenade,"Tampa, FL",141.92281,0,0.501,1,0.487,-14.573,100.398,4,0.0,0.241,143.0,73.0,41.0,16.0,13.0,11.0,6.0,21.0,13.0,16.0,8.0,14.0
1759,1759,funk,Larry Graham & Graham Central Station,My Radio Sure Sounds Good To Me,Turn It Out,California,277.62893,6,0.713,0,0.8,-12.546,97.103,4,0.116,0.479,259.0,164.0,158.0,122.0,89.0,170.0,55.0,56.0,43.0,51.0,29.0,18.0
1760,1760,latin,Johnny Pacheco/Rolando La Serie,A Man And His Music,La Palabra Fin,"Santiago de los Caballeros, Domin",136.09751,0,0.502,1,0.509,-10.295,112.915,4,0.952,0.236,127.0,37.0,67.0,26.0,34.0,45.0,19.0,33.0,14.0,14.0,4.0,21.0
1761,1761,0,Barley Bree,The Best Of Barley Bree,Flight Of Earls,,279.58812,5,0.575,1,0.753,-13.515,119.017,4,0.902,0.0,266.0,86.0,110.0,63.0,45.0,120.0,23.0,58.0,27.0,17.0,39.0,8.0
1762,1762,country,Carl Smith,Honky Tonk Rockabillies_ Volume 2,Hey Joe,,141.47873,2,0.536,1,0.534,-11.852,120.546,4,0.93,0.188,156.0,100.0,86.0,45.0,28.0,35.0,34.0,29.0,24.0,10.0,1.0,6.0
1763,1763,0,Storyville,Dog Years,Enough,Texas,263.41832,0,0.552,1,0.436,-6.18,109.085,4,1.0,0.0,324.0,71.0,140.0,32.0,23.0,96.0,51.0,139.0,11.0,17.0,5.0,3.0
1764,1764,0,The High Strung,Moxie Bravo,The Luck You Got,"Detroit, MI",187.27138,7,0.72,1,0.66,-3.765,139.72,4,0.995,0.142,161.0,74.0,46.0,25.0,35.0,43.0,40.0,35.0,8.0,14.0,22.0,22.0
1765,1765,0,Tony Martin,The Great Vocalists,September Song,"Oakland, CA",182.85669,4,0.289,0,0.171,-20.142,122.709,4,0.697,0.142,180.0,53.0,41.0,36.0,28.0,23.0,15.0,38.0,22.0,12.0,4.0,15.0
1766,1766,jazz,Jo Privat,Rendez Vous Au Balajo,Rodriguez Pena,,153.36444,4,0.492,1,0.59,-6.811,127.659,1,0.0,0.421,114.0,77.0,61.0,59.0,40.0,70.0,15.0,39.0,21.0,16.0,14.0,0.0
1767,1767,reggae,Jah Cure,I'm Free - Single,I'm Free,"Montego Bay, Jamaica",224.02567,0,0.08,1,0.276,-5.142,151.744,4,0.931,0.0,331.0,149.0,109.0,28.0,37.0,20.0,21.0,36.0,25.0,62.0,16.0,101.0
1768,1768,jazz,James Carter,Gardenias For Lady Day,Strange Fruit,"Detroit, MI",258.42893,5,0.217,0,0.354,-6.115,81.492,4,0.732,4.348,178.0,72.0,51.0,38.0,24.0,36.0,28.0,30.0,11.0,17.0,12.0,8.0
1769,1769,alternative rock,Pursuit Of Happiness,Love Junk,Down On Him,"Toronto, Ontario, Canada",151.01342,7,0.088,1,0.465,-10.133,131.966,4,0.564,0.286,147.0,14.0,103.0,2.0,12.0,39.0,5.0,47.0,0.0,22.0,2.0,21.0
1770,1770,black metal,Mithotyn,Gathered Around The Oaken Table,Guided By History,Sweden,391.02649,0,0.0,1,0.131,-7.078,110.897,7,0.553,0.16,144.0,126.0,140.0,113.0,91.0,133.0,66.0,48.0,34.0,22.0,25.0,6.0
1771,1771,easy listening,Francis Lai,Love Story,Search For Jenny,,184.45016,9,0.75,0,0.692,-16.45,85.131,4,0.938,2.978,233.0,33.0,27.0,32.0,48.0,35.0,18.0,21.0,8.0,55.0,8.0,14.0
1772,1772,0,Beres Hammond,Have A Nice Weekend,Missing You For A Mile,,252.55138,11,0.449,0,0.417,-15.121,85.56,4,0.69,0.105,285.0,231.0,73.0,50.0,84.0,49.0,53.0,116.0,47.0,63.0,31.0,15.0
1773,1773,punk,UK Subs,Time Warp:  Greatest Hits,Crash Course,UK - England - Yorkshire,140.30322,10,0.173,1,0.296,-11.031,123.26,4,0.0,0.0,207.0,72.0,30.0,9.0,5.0,6.0,4.0,37.0,4.0,19.0,1.0,4.0
1774,1774,metal,Embrace the End,Ley Lines,Ley Lines,,364.14649,5,0.591,1,0.462,-3.6,119.827,4,0.906,0.0,429.0,177.0,111.0,82.0,52.0,63.0,45.0,88.0,123.0,62.0,58.0,95.0
1775,1775,non-music,Steve Green,Hide Em In Your Heart Vol 1,Even A Child - Proverbs 20:11,,78.81098,0,0.285,1,0.456,-13.484,146.677,4,0.652,0.398,98.0,38.0,27.0,15.0,29.0,39.0,16.0,26.0,5.0,4.0,5.0,4.0
1776,1776,0,Marc Perrone,Voyages,Sirène,,13.5571,5,0.0,1,0.0,-26.393,0.0,1,0.0,0.0,6.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,1777,0,Leonardo Favio,Baladas De Amor,Porque Yo Te Amo,,201.50812,7,0.309,0,0.387,-11.378,163.519,7,0.793,0.34,159.0,117.0,71.0,61.0,43.0,45.0,24.0,24.0,18.0,13.0,17.0,6.0
1778,1778,pop,Patrick Bruel,Juste Avant,Au Bout De La Marelle,,257.2273,7,0.631,1,0.506,-8.086,105.994,4,0.933,0.247,383.0,116.0,130.0,47.0,54.0,60.0,31.0,76.0,32.0,36.0,14.0,31.0
1779,1779,pop,Julie Zenatti,Plus De Diva,Ma Douleur...,,287.92118,1,0.502,0,0.619,-10.166,87.013,7,0.961,3.193,425.0,55.0,51.0,60.0,15.0,32.0,4.0,37.0,31.0,7.0,21.0,7.0
1780,1780,0,Delroy Wilson,Sings Studio One Hits,Rain from the Skies Mix 2,"Kingston, Jamaica",157.57016,10,0.022,1,0.352,-8.884,157.446,4,0.0,0.0,127.0,100.0,28.0,35.0,119.0,52.0,6.0,27.0,21.0,72.0,45.0,9.0
1781,1781,christian rock,DeGarmo & Key,Collecton,Destined To Win,,203.62404,4,0.658,1,0.588,-6.917,120.548,4,1.0,0.299,327.0,33.0,41.0,37.0,9.0,40.0,3.0,70.0,32.0,8.0,45.0,17.0
1782,1782,blues rock,Pentangle,The Time Has Come 1967-1973,I Saw An Angel,,172.38159,7,0.552,1,0.457,-11.514,193.578,1,0.0,0.164,188.0,137.0,37.0,68.0,80.0,33.0,41.0,54.0,24.0,5.0,6.0,1.0
1783,1783,blues rock,Small Facers,The Very Best Of CD2,Happiness Stan - Original,,1141.08036,2,0.832,1,0.772,-18.626,70.163,5,0.508,0.242,1256.0,633.0,461.0,318.0,232.0,367.0,176.0,254.0,156.0,114.0,54.0,56.0
1784,1784,hip hop,K-OS,Exit,Heaven Only Knows,,235.04934,5,0.402,0,0.538,-9.642,90.507,4,1.0,0.0,342.0,161.0,113.0,77.0,46.0,73.0,32.0,61.0,58.0,3.0,7.0,6.0
1785,1785,jazz,Michael Landau,Michael Landau Group Live,The Mighty SB,California - LA,597.41995,2,0.403,1,0.517,-11.749,73.894,3,0.712,7.134,542.0,211.0,234.0,214.0,73.0,129.0,51.0,96.0,116.0,51.0,20.0,18.0
1786,1786,jazz,Jack Sheldon,Playing For Change,Trane's Strain,"Jacksonville, FL",283.92444,5,0.0,1,0.087,-12.921,167.307,4,1.0,0.314,225.0,157.0,126.0,84.0,76.0,129.0,30.0,41.0,22.0,28.0,61.0,25.0
1787,1787,0,Dave Hollister,The Definitive Collection,I'm Wrong,LOWELL,301.87057,1,0.792,1,0.679,-4.942,113.09,4,1.0,0.276,276.0,114.0,190.0,99.0,54.0,100.0,29.0,70.0,29.0,24.0,25.0,5.0
1788,1788,hip hop,Handsome Boy Modeling School,White People,I've Been Thinking featuring Cat Power (Album Version),,324.07465,8,0.257,1,0.383,-9.423,160.02,4,1.0,0.0,328.0,194.0,45.0,34.0,18.0,114.0,95.0,167.0,53.0,33.0,25.0,14.0
1789,1789,ambient,Michael Gettel,The Journey North,The Journey North,,338.75546,2,0.012,1,0.367,-10.879,94.849,4,1.0,4.632,417.0,44.0,104.0,110.0,45.0,205.0,16.0,91.0,86.0,26.0,11.0,7.0
1790,1790,electronic,The B-52's,Good Stuff,Tell It Like It T-I-IS (Album Version),"Athens, GA",313.20771,11,0.041,1,0.419,-7.465,136.767,4,0.248,0.344,676.0,128.0,111.0,103.0,14.0,94.0,6.0,15.0,5.0,5.0,24.0,50.0
1791,1791,musical,Gordon MacRae,Songs From 'By The Light Of The Silvery Moon' and Other Selections,Just One Girl,,134.89587,4,0.499,1,0.412,-16.71,103.713,3,1.0,0.949,87.0,40.0,47.0,35.0,36.0,50.0,25.0,23.0,19.0,14.0,8.0,11.0
1792,1792,ambient,Maire Brennan,Perfect Time,Song Of David (LP Version),,248.34567,8,0.954,1,0.875,-13.434,65.264,1,0.0,2.757,351.0,61.0,68.0,32.0,32.0,34.0,8.0,30.0,19.0,4.0,11.0,2.0
1793,1793,0,Babbie Mason,No Better Place,Pray On,United States,240.84853,8,0.428,1,0.74,-11.29,129.88,4,0.468,2.902,338.0,74.0,75.0,40.0,30.0,53.0,13.0,21.0,30.0,9.0,10.0,6.0
1794,1794,alternative rock,Bersuit Vergarabat,Libertinaje,De Onda,Buenos Aires,181.18485,0,0.265,1,0.49,-7.301,121.764,3,0.996,0.085,174.0,87.0,71.0,53.0,49.0,45.0,29.0,30.0,19.0,23.0,18.0,20.0
1795,1795,soul,Major Lance,The Very Best of Sixties Soul,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),"Chicago, IL",134.03383,9,0.363,1,0.456,-8.763,117.464,4,0.752,0.0,218.0,43.0,52.0,42.0,9.0,37.0,7.0,16.0,32.0,4.0,13.0,6.0
1796,1796,blues,Doyle Bramhall,Fitchburg Street,That's How Strong My Love Is,"Dallas, TX",254.35383,10,0.793,1,0.588,-6.367,168.36,3,1.0,0.148,332.0,110.0,97.0,46.0,57.0,107.0,14.0,11.0,12.0,19.0,19.0,1.0
1797,1797,alternative punk,Fall Out Boy,Infinity On High,The Carpal Tunnel Of Love,"Wilmette, IL",203.91138,2,0.045,0,0.27,-3.237,140.878,4,0.93,0.0,204.0,96.0,64.0,33.0,32.0,29.0,13.0,23.0,11.0,15.0,13.0,4.0
1798,1798,country,Hank Locklin,I Always Lose,(Sittin') Alone At A Table For Two,"McLellan, FL",168.6722,2,0.88,1,0.637,-15.242,100.705,4,0.314,0.0,104.0,40.0,72.0,24.0,33.0,30.0,6.0,44.0,6.0,13.0,9.0,0.0
1799,1799,0,Deckard,The Now Factor,Deckard,,175.90812,1,0.238,1,0.356,-5.973,90.964,4,1.0,0.0,204.0,86.0,53.0,20.0,5.0,28.0,6.0,49.0,184.0,1.0,7.0,2.0
1800,1800,post-grunge,Tantric,Mind Control,Coming Undone,,176.43057,9,0.622,0,0.531,-2.741,140.111,4,0.994,0.113,170.0,69.0,47.0,63.0,46.0,40.0,22.0,106.0,19.0,20.0,2.0,1.0
1801,1801,pop punk,Bedwetters,Meet the F@cking Bedwetters,Like A Deck Of Cards,California - LA,202.91873,1,0.602,0,0.594,-1.927,101.997,4,0.057,0.165,240.0,49.0,66.0,35.0,33.0,127.0,22.0,86.0,31.0,6.0,28.0,16.0
1802,1802,pub rock,The Refreshments,Trouble Boys,Here we are,,184.5024,7,0.557,1,0.759,-6.986,169.943,1,0.0,0.485,178.0,51.0,108.0,101.0,51.0,51.0,25.0,47.0,15.0,76.0,5.0,20.0
1803,1803,electro house,Organ Donors,Tranceplant,Tranceplant,United States,433.71057,4,0.3,1,0.364,-2.988,140.013,4,0.474,0.0,660.0,115.0,108.0,40.0,491.0,219.0,56.0,59.0,213.0,109.0,17.0,6.0
1804,1804,pop,David Tao,Zero To Hero,Summer Love Triangle,,260.33587,2,0.463,1,0.422,-4.602,136.749,4,0.863,0.38,347.0,100.0,74.0,47.0,34.0,62.0,31.0,40.0,21.0,21.0,15.0,7.0
1805,1805,blues rock,Whitesnake,Trouble,Don't Mess With Me (2006 Digital Remaster),"London, England",204.14649,2,0.328,1,0.42,-4.556,114.902,1,0.0,0.444,158.0,70.0,76.0,40.0,45.0,56.0,13.0,57.0,18.0,45.0,15.0,32.0
1806,1806,indie rock,Mirah,Voices from the Siren Nation Vol. 2 - Live at the Wonder Ballroom,Apples in the Trees (Live),Washington,158.09261,9,0.287,0,0.564,-10.453,116.087,4,1.0,0.183,200.0,37.0,48.0,31.0,40.0,64.0,9.0,30.0,6.0,24.0,1.0,10.0
1807,1807,hip hop,Dee Clark,Rain Drops,Just Keep It Up,"Blythesville, AR",132.07465,10,0.562,1,0.336,-16.865,95.948,4,1.0,0.218,112.0,62.0,58.0,52.0,32.0,63.0,10.0,29.0,32.0,18.0,26.0,3.0
1808,1808,pop rock,Tom Cochrane,Hang On To Your Resistance (The Early Years),Revelations:  Visions In A Dream,"Lynn Lake, Manitoba, Canada",208.79628,2,0.976,1,0.824,-13.706,89.042,1,0.077,0.34,356.0,54.0,54.0,46.0,35.0,84.0,15.0,50.0,20.0,18.0,0.0,3.0
1809,1809,bebop,Charlie Byrd / Laurindo Almeida,Brazilian Soul,Choro II,"Chuckatuck, VA",172.43383,2,1.0,1,0.801,-18.054,115.798,1,0.0,0.932,329.0,41.0,39.0,49.0,36.0,30.0,11.0,58.0,2.0,3.0,1.0,1.0
1810,1810,0,Clarisse Lavanant,Vers l'imaginaire,Beaux parleurs,,175.17669,2,0.6,1,0.586,-9.366,177.931,4,0.744,3.222,244.0,98.0,94.0,77.0,40.0,88.0,29.0,34.0,31.0,26.0,11.0,8.0
1811,1811,chiptune,The Skabs,Content,Woe is Woman,Illinois,121.65179,7,0.225,1,0.357,-9.733,94.072,1,0.0,2.357,89.0,83.0,76.0,30.0,27.0,56.0,23.0,26.0,9.0,6.0,1.0,8.0
1812,1812,zouk,Kassav',Se Nou Manm (Live Au Zenith),An Mouvman,,268.90404,2,0.338,1,0.369,-8.158,147.781,4,0.147,0.0,278.0,241.0,40.0,181.0,62.0,60.0,60.0,61.0,164.0,18.0,28.0,8.0
1813,1813,cajun,BeauSoleil,Cajun Conja,'Ti Monde (LP Version),,268.30322,5,0.0,1,0.028,-13.758,119.663,4,0.0,0.644,287.0,56.0,131.0,54.0,32.0,81.0,14.0,135.0,9.0,114.0,3.0,7.0
1814,1814,0,Tum Tum,The Return Of O-Tumma,Money In Da Bank [Screwed],,188.94322,1,0.678,1,0.58,-10.525,206.791,4,1.0,0.0,219.0,244.0,68.0,49.0,24.0,22.0,26.0,26.0,11.0,33.0,40.0,14.0
1815,1815,0,Michelle Tumes,Streams,Hold On (LP Version),,265.29914,6,0.307,0,0.47,-9.279,111.824,4,0.96,0.0,408.0,74.0,118.0,77.0,31.0,71.0,9.0,47.0,24.0,10.0,17.0,3.0
1816,1816,alternative rock,Korn,Crossing All Over Vol. 12,Make Me Bad,"Bakersfield, CA",231.73179,2,0.182,1,0.276,-6.378,110.071,4,0.762,0.305,224.0,111.0,57.0,31.0,26.0,105.0,57.0,40.0,39.0,27.0,25.0,13.0
1817,1817,aor,Knack,Normal as the Next Guy,Seven Days Of Heaven,,285.51791,7,0.707,1,0.704,-5.227,142.432,4,0.0,0.184,423.0,70.0,112.0,34.0,43.0,67.0,30.0,65.0,20.0,63.0,19.0,25.0
1818,1818,classical,Olivier Messiaen,Messiaen Oeuvres Orgue,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),,647.60118,5,0.109,1,0.194,-24.98,101.636,5,0.689,0.404,294.0,68.0,47.0,39.0,40.0,30.0,22.0,17.0,10.0,12.0,7.0,6.0
1819,1819,emo,From Autumn To Ashes,Holding A Wolf By The Ears,Sensory Deprivation Adventure,"Long Island, NY",175.80363,2,0.439,0,0.536,-5.911,93.061,4,0.581,0.061,185.0,97.0,63.0,19.0,16.0,24.0,2.0,7.0,8.0,19.0,38.0,6.0
1820,1820,0,The Jackson Southernaires,Hear Our Prayers O Lord,Lord We Give You All The Praise,Mississippi,356.10077,7,0.148,0,0.378,-10.65,92.555,4,0.919,0.313,371.0,120.0,107.0,58.0,88.0,110.0,40.0,33.0,25.0,22.0,33.0,15.0
1821,1821,electronic,Casiotone For The Painfully Alone,The First Two Albums,Dying Batteries,,51.01669,0,0.276,1,0.707,-20.499,78.16,1,0.0,0.088,64.0,4.0,6.0,1.0,2.0,6.0,7.0,3.0,0.0,6.0,4.0,5.0
1822,1822,hip hop,Redman / Hurricane G / Melanie Rutherford,Red Gone Wild,Soopman Luva 6 1/2,"Newark, NJ",113.65832,2,0.557,1,0.487,-10.152,109.265,3,1.0,0.0,136.0,60.0,31.0,76.0,34.0,20.0,15.0,48.0,16.0,5.0,6.0,5.0
1823,1823,christmas music,Cristy Lane,Footprints In The Sand,Making Up For Lost Time (Footprints In The Sand Album Version),"Peoria, IL",196.80608,7,0.812,1,0.724,-12.118,86.142,4,0.124,0.0,235.0,32.0,50.0,26.0,22.0,59.0,11.0,37.0,9.0,28.0,2.0,12.0
1824,1824,blues rock,Humble Pie,30 Days In The Hole (Live & Dangerous),30 Days In The Hole (Live),"Essex, England",469.44608,2,0.278,1,0.385,-7.033,132.598,4,0.611,0.165,456.0,214.0,301.0,116.0,56.0,106.0,66.0,98.0,118.0,46.0,42.0,27.0
1825,1825,comedy,Patton Oswalt,Feelin' Kinda Patton,A Brief History of Shitty Comedy,"Portsmouth, VA",121.96526,8,0.345,0,0.341,-13.322,75.669,3,0.665,0.0,63.0,82.0,87.0,56.0,57.0,49.0,42.0,20.0,26.0,19.0,19.0,7.0
1826,1826,folk,Kingston Trio,The Greatest Stars Of Folk Music,Tom Dooley,Vermont,199.94077,4,0.57,1,0.338,-17.9,117.214,1,0.0,0.0,188.0,25.0,28.0,83.0,74.0,64.0,25.0,93.0,15.0,1.0,7.0,19.0
1827,1827,0,Barrio Obrero,Gaitas Platinum,Un Ojo Dimos,,231.47057,5,0.357,1,0.193,-7.797,182.962,3,0.0,0.0,274.0,206.0,107.0,110.0,82.0,85.0,47.0,75.0,80.0,63.0,32.0,17.0
1828,1828,ambient,Supertalented,LOAF Presents: Domestic POP,Fax Me,,96.65261,0,0.755,1,0.681,-8.518,115.954,1,0.0,0.305,173.0,15.0,11.0,2.0,15.0,9.0,2.0,9.0,1.0,10.0,1.0,3.0
1829,1829,rock,James Taylor,New Moon Shine,One More Go Round,"London, England",280.81587,4,0.508,0,0.447,-12.346,108.047,4,0.0,0.0,262.0,64.0,155.0,125.0,53.0,125.0,45.0,49.0,26.0,41.0,0.0,7.0
1830,1830,punk,45 Grave,Sleep In Safety,Surf Bat (Album Version),,118.38649,9,0.067,1,0.421,-10.285,173.581,4,0.004,0.438,93.0,75.0,43.0,48.0,34.0,17.0,10.0,38.0,7.0,27.0,17.0,19.0
1831,1831,0,Roommate,We Were Enchanted,Isn't Radio,"Colorado Springs, CO",367.01995,9,0.667,0,0.574,-7.494,85.005,4,0.721,0.0,545.0,80.0,79.0,54.0,69.0,127.0,23.0,77.0,30.0,32.0,26.0,9.0
1832,1832,garage rock,The Dee Jays,The Dee Jays / Baby Talk - Best of,Dum Dum (Marble Breaks And Iron Bends),,174.21016,4,0.948,1,0.741,-10.412,114.375,1,0.0,0.0,268.0,65.0,37.0,25.0,22.0,102.0,10.0,59.0,9.0,12.0,8.0,5.0
1833,1833,electronic,Brian Tyler,Dragonball Evolution,I Dream Of Chi Chi,,52.87138,0,0.774,1,0.721,-19.963,104.988,3,0.198,0.0,55.0,15.0,11.0,8.0,5.0,16.0,1.0,22.0,1.0,1.0,2.0,3.0
1834,1834,latin,Orquesta Aragon,Homenaje,Eso No Tiene Remedio,Cuba,308.76689,9,0.849,0,0.585,-13.143,91.548,5,0.573,0.758,590.0,97.0,109.0,35.0,65.0,110.0,15.0,87.0,8.0,116.0,3.0,8.0
1835,1835,ambient,Brian Eno And David Byrne,New Romantics,The Jezebel Spirit,"LAS VEGAS, Nevada",296.33261,1,0.379,1,0.428,-8.209,118.203,4,0.373,0.334,633.0,67.0,215.0,79.0,114.0,444.0,44.0,12.0,7.0,20.0,28.0,4.0
1836,1836,latin,Edu Lobo,Meia-Noite,Canto Triste,,309.52444,2,0.239,0,0.303,-18.581,84.853,1,0.094,0.241,352.0,152.0,68.0,66.0,45.0,66.0,20.0,45.0,36.0,21.0,14.0,12.0
1837,1837,hip hop,Gang Starr,Step In The Arena,Say Your Prayers,"Boston, Massachusettes",84.63628,0,0.829,1,0.672,-18.7,166.092,4,1.0,0.0,97.0,37.0,12.0,21.0,36.0,61.0,28.0,27.0,0.0,7.0,23.0,6.0
